ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
29560,1.0,1,95,33.8507,-79.7612,Lake City,SC
29571,3.1,1,120,34.1411,-79.4207,Marion,SC
29576,3.1,1,168,33.5667,-79.0505,Murrells Inlet,SC
29577,3.4,1,176,33.6977,-78.9051,Myrtle Beach,SC
29579,1.0,1,172,33.7507,-78.9287,Myrtle Beach,SC
29584,2.2,1,77,34.6019,-80.0784,Patrick,SC
29607,2.0,4,163,34.8116,-82.3323,Greenville,SC
29609,2.0,1,173,34.9124,-82.3892,Greenville,SC
29611,1.0,1,175,34.8298,-82.459,Greenville,SC
29620,2.7,4,155,34.1804,-82.4212,Abbeville,SC
29621,2.0,3,175,34.4374,-82.6086,Anderson,SC
29632,2.0,1,201,34.6744,-82.8357,Clemson,SC
29639,2.0,1,157,34.3021,-82.4283,Due West,SC
29642,1.0,1,181,34.7769,-82.5649,Easley,SC
29644,2.2,2,145,34.6694,-82.1937,Fountain Inn,SC
29646,1.0,1,130,34.1454,-82.1408,Greenwood,SC
29649,2.5,1,130,34.243,-82.1434,Greenwood,SC
29651,2.0,2,156,34.8332,-82.2312,Greer,SC
29662,2.7,2,160,34.7783,-82.3053,Mauldin,SC
29666,3.4,1,117,34.1165,-81.9992,Ninety Six,SC
29671,3.4,1,201,34.9379,-82.7194,Pickens,SC
29673,3.0,1,170,34.7189,-82.4575,Piedmont,SC
29678,2.0,2,210,34.6323,-82.9441,Seneca,SC
29681,2.8,3,153,34.7692,-82.2241,Simpsonville,SC
29684,2.7,1,184,34.3775,-82.7198,Starr,SC
29690,1.0,1,184,35.0577,-82.4226,Travelers Rest,SC
29696,1.0,1,219,34.7608,-83.0066,West Union,SC
29706,2.2,1,77,34.7175,-81.2297,Chester,SC
29708,2.2,1,101,35.047,-80.9861,Fort Mill,SC
29710,2.7,1,113,35.1024,-81.218,Clover,SC
29718,3.1,2,63,34.638,-80.3469,Jefferson,SC
29720,2.6,4,65,34.745,-80.737,Lancaster,SC
29730,2.0,3,85,34.8865,-81.0231,Rock Hill,SC
29732,3.0,4,95,34.97,-81.0801,Rock Hill,SC
29743,1.0,1,114,35.0262,-81.4121,Smyrna,SC
29801,2.3,4,109,33.5847,-81.6895,Aiken,SC
29803,2.0,7,119,33.4567,-81.7028,Aiken,SC
29829,2.0,2,122,33.581,-81.8557,Graniteville,SC
29841,2.0,2,132,33.5261,-81.939,North Augusta,SC
29851,3.4,1,123,33.5091,-81.8177,Warrenville,SC
29853,2.7,1,105,33.4081,-81.421,Williston,SC
29924,1.0,1,144,32.889,-81.0979,Hampton,SC
29926,1.0,1,214,32.2292,-80.7491,Hilton Head Island,SC
29928,1.0,1,221,32.1622,-80.7547,Hilton Head Island,SC
30152,2.0,1,361,33.9942,-84.6474,Kennesaw,GA
30309,3.8,1,340,33.7986,-84.3883,Atlanta,GA
30436,3.1,1,267,32.1409,-82.2918,Lyons,GA
30567,2.0,1,271,34.1859,-83.6722,Pendergrass,GA
30728,4.3,1,417,34.6816,-85.2243,La Fayette,GA
30907,3.3,2,144,33.5217,-82.0872,Augusta,GA
34711,3.8,1,632,28.5251,-81.7521,Clermont,FL
35901,2.7,1,479,34.0497,-85.9226,Gadsden,AL
38305,2.2,1,754,35.6506,-88.7883,Jackson,TN
38351,2.0,1,720,35.6665,-88.4048,Lexington,TN
38555,3.1,1,431,35.8655,-84.9822,Crossville,TN
38661,3.1,1,814,34.891,-89.5559,Red Banks,MS
39110,2.1,1,894,32.5021,-90.1293,Madison,MS
40507,3.8,1,548,38.0469,-84.4959,Lexington,KY
42642,4.1,1,503,37.0486,-85.014,Russell Springs,KY
44060,3.4,1,835,41.6755,-81.3293,Mentor,OH
45255,3.4,1,631,39.0585,-84.3291,Cincinnati,OH
46825,2.9,1,867,41.1533,-85.1248,Fort Wayne,IN
48442,2.2,1,990,42.7924,-83.6049,Holly,MI
50309,1.0,1,1401,41.585,-93.62,Des Moines,IA
53718,1.0,1,1240,43.0973,-89.2738,Madison,WI
63621,3.1,1,966,37.5519,-90.5902,Arcadia,MO
65201,3.1,1,1157,38.8919,-92.2461,Columbia,MO
65202,2.7,1,1166,39.0163,-92.2844,Columbia,MO
73572,2.2,1,1625,34.3777,-98.3766,Walters,OK
77701,2.2,1,1340,30.0795,-94.0973,Beaumont,TX
