ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
30813,2.9,2,158,33.4722,-82.2223,Grovetown,GA
30815,3.4,1,160,33.2743,-82.0925,Hephzibah,GA
30824,2.7,1,180,33.5126,-82.5124,Thomson,GA
30830,2.2,1,168,33.077,-81.9906,Waynesboro,GA
30906,2.7,2,147,33.3451,-81.9748,Augusta,GA
30907,2.1,2,144,33.5217,-82.0872,Augusta,GA
30909,2.0,1,147,33.4718,-82.0852,Augusta,GA
32413,2.2,1,649,30.3073,-85.9111,Panama City Beach,FL
32504,3.8,1,732,30.4846,-87.1912,Pensacola,FL
33510,2.9,1,704,27.9551,-82.2999,Brandon,FL
37862,2.2,1,318,35.7802,-83.6103,Sevierville,TN
38635,3.1,1,808,34.7511,-89.4923,Holly Springs,MS
42544,3.8,1,488,37.0546,-84.7888,Nancy,KY
46239,2.7,1,775,39.7242,-85.9993,Indianapolis,IN
47401,2.7,1,749,39.0895,-86.4591,Bloomington,IN
52747,2.2,1,1219,41.6055,-90.9248,Durant,IA
56057,2.7,1,1593,44.3698,-93.7072,Le Center,MN
