ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
1532,2.2,1,1203,42.325,-71.6477,Northborough,MA
28746,3.1,1,196,35.4628,-82.1858,Lake Lure,NC
29016,3.8,1,26,34.2008,-80.9951,Blythewood,SC
29020,3.0,6,18,34.307,-80.5942,Camden,SC
29045,3.0,48,10,34.1874,-80.8158,Elgin,SC
29054,2.2,1,67,33.9285,-81.3778,Gilbert,SC
29072,3.4,1,55,33.9905,-81.266,Lexington,SC
29078,3.2,38,2,34.1906,-80.7041,Lugoff,SC
29130,2.2,1,23,34.3266,-80.8905,Ridgeway,SC
29142,1.0,1,81,33.4574,-80.5279,Santee,SC
29201,3.6,2,36,33.9856,-81.0289,Columbia,SC
29204,3.0,3,31,34.0292,-80.9996,Columbia,SC
29223,2.0,1,17,34.056,-80.844,Columbia,SC
29229,2.2,3,17,34.1419,-80.8922,Columbia,SC
29632,1.0,1,203,34.6744,-82.8357,Clemson,SC
29681,2.0,1,154,34.7692,-82.2241,Simpsonville,SC
48342,1.0,1,966,42.6442,-83.2742,Pontiac,MI
