ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
Truro::Nova Scotia::Canada,1.0,1,1942,45.36,-63.28,Truro,No State
01253,2.7,1,1113,42.2027,-73.0914,Otis,MA
02150,2.2,1,1244,42.3966,-71.0323,Chelsea,MA
06010,2.1,1,1077,41.6811,-72.9407,Bristol,CT
06413,3.1,1,1070,41.2991,-72.5294,Clinton,CT
06492,2.2,1,1066,41.4588,-72.8037,Wallingford,CT
06812,2.7,1,1030,41.4879,-73.4882,New Fairfield,CT
06877,2.2,1,1014,41.3064,-73.5022,Ridgefield,CT
06903,3.1,1,996,41.1358,-73.5734,Stamford,CT
08102,2.0,1,811,39.9506,-75.1198,Camden,NJ
10992,2.2,1,989,41.4267,-74.168,Washingtonville,NY
13316,2.2,1,1109,43.3867,-75.7529,Camden,NY
15425,3.8,1,656,40.0275,-79.5614,Connellsville,PA
16229,2.7,1,731,40.7181,-79.6469,Freeport,PA
16650,2.2,1,693,40.1186,-78.2943,Hopewell,PA
17046,2.7,1,786,40.3849,-76.4271,Lebanon,PA
20164,2.2,1,612,39.0124,-77.396,Sterling,VA
20166,2.7,1,606,38.9719,-77.4633,Sterling,VA
21202,1.0,1,676,39.2972,-76.6077,Baltimore,MD
22405,2.7,1,547,38.317,-77.4037,Fredericksburg,VA
23434,3.4,1,467,36.7016,-76.59,Suffolk,VA
23665,3.4,1,509,37.0889,-76.3703,Hampton,VA
23833,2.7,1,434,37.2109,-77.67,Church Road,VA
23881,2.2,1,473,37.1783,-76.9899,Spring Grove,VA
24060,2.0,2,342,37.2559,-80.4198,Blacksburg,VA
24450,2.2,1,414,37.7849,-79.5247,Lexington,VA
26003,2.7,1,653,40.0741,-80.6531,Wheeling,WV
26105,4.1,1,575,39.3324,-81.5185,Vienna,WV
27040,2.2,1,222,36.1687,-80.3907,Pfafftown,NC
27046,2.5,1,262,36.494,-80.088,Sandy Ridge,NC
27409,2.0,1,220,36.0627,-79.9364,Greensboro,NC
27526,2.2,1,229,35.5404,-78.8289,Fuquay Varina,NC
27614,3.1,1,273,35.9463,-78.6183,Raleigh,NC
28078,2.7,1,136,35.4036,-80.865,Huntersville,NC
28083,3.1,1,145,35.4914,-80.5819,Kannapolis,NC
28086,2.2,1,132,35.2437,-81.3718,Kings Mountain,NC
28117,2.0,1,154,35.5716,-80.8965,Mooresville,NC
28205,2.2,1,115,35.2198,-80.7881,Charlotte,NC
28209,3.1,1,111,35.1782,-80.853,Charlotte,NC
28210,2.2,1,105,35.1291,-80.8554,Charlotte,NC
28273,2.2,1,106,35.1266,-80.945,Charlotte,NC
28340,4.1,1,149,34.4636,-79.1363,Fairmont,NC
28405,2.0,1,262,34.2649,-77.8683,Wilmington,NC
28644,2.2,1,254,36.4359,-81.2621,Laurel Springs,NC
28655,2.7,1,197,35.7549,-81.7409,Morganton,NC
28803,3.4,1,222,35.5293,-82.5193,Asheville,NC
29006,2.0,4,82,33.9058,-81.5513,Batesburg,SC
29009,2.0,1,42,34.4368,-80.3788,Bethune,SC
29010,2.4,2,41,34.2145,-80.2698,Bishopville,SC
29016,3.1,134,25,34.2008,-80.9951,Blythewood,SC
29020,3.3,137,18,34.307,-80.5942,Camden,SC
29031,1.0,1,79,34.6033,-81.4245,Carlisle,SC
29032,2.7,12,29,34.3527,-80.4771,Cassatt,SC
29033,3.0,20,40,33.9571,-81.059,Cayce,SC
29036,2.0,7,56,34.1465,-81.3335,Chapin,SC
29040,3.8,1,29,34.0348,-80.4496,Dalzell,SC
29044,3.4,7,29,33.9218,-80.6883,Eastover,SC
29045,3.8,382,9,34.1874,-80.8158,Elgin,SC
29053,2.6,12,53,33.8214,-81.1105,Gaston,SC
29054,2.0,2,67,33.9285,-81.3778,Gilbert,SC
29059,1.0,1,98,33.3294,-80.4186,Holly Hill,SC
29061,2.9,23,36,33.8766,-80.8506,Hopkins,SC
29063,2.1,25,44,34.1406,-81.2033,Irmo,SC
29067,2.5,3,44,34.5494,-80.5329,Kershaw,SC
29070,2.3,4,74,33.8862,-81.44,Leesville,SC
29072,2.1,36,54,33.9905,-81.266,Lexington,SC
29073,2.7,54,57,33.8923,-81.2371,Lexington,SC
29078,3.9,233,3,34.1906,-80.7041,Lugoff,SC
29114,1.0,1,76,33.9578,-79.9383,Olanta,SC
29123,2.0,4,68,33.7656,-81.2602,Pelion,SC
29126,1.0,1,66,34.3205,-81.422,Pomaria,SC
29128,3.0,4,20,34.0853,-80.5381,Rembert,SC
