ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
27045,3.1,1,138,36.2362,-80.2959,Rural Hall,NC
27410,2.0,1,145,36.1181,-79.8907,Greensboro,NC
28134,3.3,9,1,35.0835,-80.892,Pineville,NC
28210,2.0,2,5,35.1291,-80.8554,Charlotte,NC
28226,1.0,1,7,35.1062,-80.8203,Charlotte,NC
28273,1.0,1,5,35.1266,-80.945,Charlotte,NC
29020,3.8,1,91,34.307,-80.5942,Camden,SC
29403,2.2,1,269,32.7998,-79.9468,Charleston,SC
29708,2.2,1,9,35.047,-80.9861,Fort Mill,SC
29715,2.4,4,9,35.0103,-80.9279,Fort Mill,SC
