ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
30052,2.5,6,222,33.8154,-83.8953,Loganville,GA
30056,2.2,1,181,33.4878,-83.6465,Newborn,GA
30058,3.1,2,232,33.7377,-84.1075,Lithonia,GA
30062,2.0,1,276,34.0001,-84.4679,Marietta,GA
30064,2.0,1,283,33.9407,-84.6173,Marietta,GA
30075,2.2,1,274,34.0526,-84.3869,Roswell,GA
30078,2.3,5,234,33.8607,-84.0168,Snellville,GA
30082,2.7,1,272,33.8546,-84.5362,Smyrna,GA
30083,3.1,1,243,33.7935,-84.2017,Stone Mountain,GA
30087,2.0,1,239,33.8108,-84.1337,Stone Mountain,GA
30092,2.0,1,257,33.9722,-84.2353,Norcross,GA
30094,2.7,1,220,33.6127,-84.0564,Conyers,GA
30096,2.7,1,252,33.9772,-84.1489,Duluth,GA
30097,2.0,2,255,34.027,-84.1472,Duluth,GA
30102,3.4,1,296,34.1059,-84.6427,Acworth,GA
30114,1.0,1,297,34.2445,-84.525,Canton,GA
30115,2.7,1,286,34.2053,-84.4004,Canton,GA
30120,2.0,1,316,34.1679,-84.8576,Cartersville,GA
30126,2.0,2,271,33.8159,-84.5518,Mableton,GA
30132,2.0,1,305,33.9913,-84.8621,Dallas,GA
30135,2.2,1,278,33.6695,-84.7511,Douglasville,GA
30143,3.1,1,307,34.4574,-84.4292,Jasper,GA
30144,2.0,1,288,34.0372,-84.592,Kennesaw,GA
30157,2.2,1,300,33.8866,-84.8735,Dallas,GA
30183,2.2,1,309,34.3373,-84.5963,Waleska,GA
30213,2.9,2,263,33.5832,-84.6201,Fairburn,GA
30214,3.4,1,247,33.4826,-84.4876,Fayetteville,GA
30215,3.1,1,240,33.3886,-84.4574,Fayetteville,GA
30223,2.7,2,220,33.2866,-84.2762,Griffin,GA
30224,2.2,1,214,33.2063,-84.2483,Griffin,GA
30228,2.4,5,228,33.4038,-84.3046,Hampton,GA
30233,3.5,2,195,33.294,-83.978,Jackson,GA
30236,3.4,2,235,33.5184,-84.321,Jonesboro,GA
30248,2.8,3,209,33.3496,-84.1069,Locust Grove,GA
30252,2.7,3,212,33.4681,-84.0625,McDonough,GA
30253,3.8,2,220,33.4474,-84.1838,McDonough,GA
30260,2.7,1,240,33.5836,-84.3309,Morrow,GA
30265,2.2,1,262,33.4162,-84.7067,Newnan,GA
30269,2.3,4,250,33.395,-84.5709,Peachtree City,GA
30274,2.7,1,244,33.5556,-84.4008,Riverdale,GA
30276,2.7,1,246,33.2727,-84.5849,Senoia,GA
30286,2.4,8,211,32.8825,-84.3358,Thomaston,GA
30294,2.2,1,237,33.6389,-84.2614,Ellenwood,GA
30303,1.0,1,254,33.7538,-84.3902,Atlanta,GA
30306,2.7,1,254,33.7888,-84.3516,Atlanta,GA
30307,2.7,1,251,33.7708,-84.334,Atlanta,GA
30309,2.7,1,257,33.7986,-84.3883,Atlanta,GA
30331,2.0,1,264,33.7028,-84.5486,Atlanta,GA
30338,2.7,1,261,33.9438,-84.318,Atlanta,GA
30339,2.9,1,268,33.8775,-84.4626,Atlanta,GA
30340,2.2,1,253,33.8978,-84.2516,Atlanta,GA
30341,2.0,2,256,33.8875,-84.2903,Atlanta,GA
30342,2.7,1,261,33.8824,-84.3745,Atlanta,GA
30345,1.0,1,253,33.8504,-84.2836,Atlanta,GA
30401,3.7,65,25,32.6009,-82.3458,Swainsboro,GA
30410,2.8,2,45,32.1776,-82.5041,Ailey,GA
30413,2.4,2,61,32.8998,-82.5213,Bartow,GA
30415,3.3,17,52,32.3242,-81.6005,Brooklet,GA
30417,2.4,11,38,32.1606,-81.9135,Claxton,GA
30420,3.9,10,21,32.2616,-82.138,Cobbtown,GA
30421,3.4,8,29,32.1902,-82.1027,Collins,GA
30425,3.3,9,20,32.5958,-82.0079,Garfield,GA
30427,4.7,3,58,31.9434,-81.9868,Glennville,GA
30428,2.7,1,61,32.1413,-82.68,Glenwood,GA
30434,2.8,6,68,33.0309,-82.3955,Louisville,GA
30436,3.7,33,37,32.1409,-82.2918,Lyons,GA
30438,4.9,3,39,32.1029,-82.0587,Manassas,GA
30439,4.0,141,8,32.4015,-82.0765,Metter,GA
30441,3.2,5,41,32.8189,-82.2269,Midville,GA
30442,3.4,13,40,32.7945,-81.9941,Millen,GA
30445,3.4,1,52,32.1737,-82.5904,Mount Vernon,GA
30450,3.1,18,22,32.5597,-81.9328,Portal,GA
30452,3.1,4,28,32.3131,-81.8905,Register,GA
30453,3.1,4,47,32.0224,-82.1474,Reidsville,GA
30455,3.3,3,41,32.7074,-81.8139,Rocky Ford,GA
30457,3.8,10,40,32.4025,-82.566,Soperton,GA
30458,3.4,147,30,32.4023,-81.8234,Statesboro,GA
30461,3.1,65,41,32.5085,-81.7078,Statesboro,GA
30467,3.7,3,61,32.7709,-81.6087,Sylvania,GA
30471,4.1,38,10,32.5413,-82.1827,Twin City,GA
30474,3.2,38,36,32.2141,-82.4129,Vidalia,GA
30477,3.8,1,51,32.8614,-82.4033,Wadley,GA
30518,2.7,1,255,34.1318,-84.0259,Buford,GA
30519,2.5,2,246,34.0881,-83.9396,Buford,GA
30528,2.0,1,283,34.6071,-83.7734,Cleveland,GA
30534,2.7,1,288,34.44,-84.1504,Dawsonville,GA
30542,2.0,4,252,34.1763,-83.9075,Flowery Branch,GA
30546,2.2,1,308,34.9081,-83.7068,Hiawassee,GA
30548,2.6,2,235,34.0924,-83.7542,Hoschton,GA
30601,2.2,1,205,33.9982,-83.3467,Athens,GA
30605,3.4,1,195,33.9073,-83.3218,Athens,GA
30620,2.2,1,222,33.9272,-83.7595,Bethlehem,GA
30621,2.9,2,195,33.8038,-83.4822,Bishop,GA
30629,1.0,1,202,34.0805,-83.1156,Comer,GA
30635,3.1,1,193,34.1056,-82.8104,Elberton,GA
30642,3.1,6,156,33.549,-83.1915,Greensboro,GA
30643,3.4,1,222,34.3528,-82.9135,Hartwell,GA
30648,2.2,1,180,33.8803,-83.0611,Lexington,GA
30650,2.5,1,176,33.5911,-83.4618,Madison,GA
30655,2.0,1,206,33.7809,-83.6938,Monroe,GA
30668,2.2,2,168,33.9009,-82.6979,Tignall,GA
30677,2.4,5,188,33.7939,-83.3788,Watkinsville,GA
30678,3.8,2,142,33.4617,-83.0814,White Plains,GA
30680,2.2,1,224,33.9958,-83.7004,Winder,GA
30683,2.0,1,195,33.9431,-83.2562,Winterville,GA
30802,3.1,25,127,33.5964,-82.3168,Appling,GA
30803,3.1,1,85,33.1441,-82.5344,Avera,GA
30805,3.6,5,91,33.2795,-82.1887,Blythe,GA
30808,3.5,7,105,33.3823,-82.3908,Dearing,GA
30809,2.8,68,122,33.5568,-82.162,Evans,GA
30810,2.6,7,96,33.2329,-82.5868,Gibson,GA
30813,3.0,77,113,33.4722,-82.2223,Grovetown,GA
30814,2.8,12,111,33.443,-82.3138,Harlem,GA
30815,3.4,54,91,33.2743,-82.0925,Hephzibah,GA
30816,2.0,2,78,33.1592,-82.1766,Keysville,GA
30817,3.1,8,150,33.7816,-82.4516,Lincolnton,GA
30818,5.0,1,89,33.2441,-82.2985,Matthews,GA
30821,2.7,1,127,33.4846,-82.7325,Norwood,GA
30823,3.0,3,92,33.2415,-82.4603,Stapleton,GA
30824,3.1,25,122,33.5126,-82.5124,Thomson,GA
30828,2.8,3,112,33.3773,-82.6289,Warrenton,GA
30830,3.0,8,70,33.077,-81.9906,Waynesboro,GA
30833,3.4,2,85,33.1983,-82.358,Wrens,GA
30901,3.6,10,110,33.4322,-81.955,Augusta,GA
30904,3.0,34,114,33.477,-82.0129,Augusta,GA
30905,2.8,12,101,33.3635,-82.2154,Augusta,GA
30906,3.2,39,100,33.3451,-81.9748,Augusta,GA
30907,3.1,95,118,33.5217,-82.0872,Augusta,GA
30909,3.1,88,113,33.4718,-82.0852,Augusta,GA
31001,3.3,1,122,31.9639,-83.3101,Abbeville,GA
31002,3.3,5,44,32.576,-82.5892,Adrian,GA
31005,2.0,6,134,32.5162,-83.5716,Bonaire,GA
31006,3.1,1,199,32.5994,-84.2548,Butler,GA
31008,3.3,5,156,32.6563,-83.7852,Byron,GA
31014,2.0,1,111,32.4282,-83.3295,Cochran,GA
31016,2.0,1,192,32.8019,-84.1547,Culloden,GA
31019,3.4,1,86,32.4288,-83.0615,Dexter,GA
31020,1.0,1,127,32.6384,-83.4803,Dry Branch,GA
31021,2.0,7,74,32.4946,-82.9335,Dublin,GA
31022,3.1,1,90,32.5204,-83.1018,Dudley,GA
31024,2.8,12,150,33.3187,-83.3739,Eatonton,GA
31027,2.0,2,65,32.5768,-82.8168,East Dublin,GA
31029,2.7,4,180,33.0391,-83.9344,Forsyth,GA
31030,3.0,3,166,32.5739,-83.9022,Fort Valley,GA
31031,2.1,2,119,32.8761,-83.3151,Gordon,GA
31032,2.8,4,149,33.0197,-83.5817,Gray,GA
31033,2.7,1,140,33.0854,-83.4453,Haddock,GA
31036,2.7,2,129,32.2515,-83.4955,Hawkinsville,GA
31038,2.7,1,160,33.1549,-83.6366,Hillsboro,GA
31046,3.3,1,167,33.0458,-83.7858,Juliette,GA
31047,2.8,9,136,32.4684,-83.5936,Kathleen,GA
31049,3.5,6,45,32.7106,-82.5208,Kite,GA
31052,2.8,4,163,32.7685,-83.8467,Lizella,GA
31061,2.9,16,124,33.0792,-83.2374,Milledgeville,GA
31064,4.3,1,173,33.2898,-83.7037,Monticello,GA
31066,3.4,1,179,32.801,-84.0088,Musella,GA
31068,2.7,1,184,32.332,-84.0972,Oglethorpe,GA
31069,2.0,3,150,32.4421,-83.7403,Perry,GA
31082,2.0,4,93,32.9946,-82.8999,Sandersville,GA
31085,2.0,1,175,33.4197,-83.6258,Shady Dale,GA
31087,3.1,5,121,33.2762,-83.0002,Sparta,GA
31088,2.7,15,142,32.5839,-83.6513,Warner Robins,GA
31093,3.3,2,143,32.6484,-83.6555,Warner Robins,GA
31094,2.2,2,96,33.1143,-82.8012,Warthen,GA
31096,3.6,2,63,32.7326,-82.7295,Wrightsville,GA
31097,2.2,1,195,32.8961,-84.1587,Yatesville,GA
31098,3.1,1,135,32.6197,-83.574,Warner Robins,GA
31201,3.4,1,145,32.8273,-83.6248,Macon,GA
31204,3.0,4,150,32.8499,-83.676,Macon,GA
31206,3.5,3,148,32.7923,-83.6704,Macon,GA
31210,2.8,6,158,32.9074,-83.7403,Macon,GA
31211,2.6,6,143,32.897,-83.5801,Macon,GA
31216,3.8,1,148,32.731,-83.6823,Macon,GA
31217,2.3,4,132,32.7604,-83.5039,Macon,GA
31220,2.9,3,164,32.8752,-83.824,Macon,GA
31301,3.1,1,94,31.7377,-81.6048,Allenhurst,GA
31302,2.0,2,83,32.1296,-81.345,Bloomingdale,GA
31308,2.2,2,68,32.1764,-81.4865,Ellabell,GA
31309,2.0,1,91,31.8828,-81.4453,Fleming,GA
31312,2.0,5,70,32.3201,-81.4026,Guyton,GA
31313,2.8,5,84,31.8371,-81.6118,Hinesville,GA
31316,1.0,1,88,31.729,-81.7405,Ludowici,GA
31320,2.0,3,110,31.7367,-81.3196,Midway,GA
31321,2.9,9,53,32.1788,-81.676,Pembroke,GA
31322,2.0,4,92,32.0914,-81.2507,Pooler,GA
31324,2.0,8,105,31.8584,-81.2707,Richmond Hill,GA
31326,2.2,2,89,32.296,-81.2122,Rincon,GA
31328,3.4,2,129,32.0075,-80.868,Tybee Island,GA
31331,2.4,2,119,31.558,-81.4435,Townsend,GA
31401,2.3,6,107,32.0768,-81.0862,Savannah,GA
31404,2.7,5,111,32.0526,-81.0531,Savannah,GA
31405,2.0,9,101,32.0408,-81.1746,Savannah,GA
31406,2.0,1,112,31.9781,-81.0846,Savannah,GA
31407,2.6,5,94,32.1823,-81.1869,Savannah,GA
31408,2.0,3,97,32.1194,-81.1879,Savannah,GA
31410,2.0,6,121,32.0112,-80.9571,Savannah,GA
31411,2.7,1,120,31.9201,-81.0241,Savannah,GA
31415,2.7,1,104,32.0822,-81.1249,Savannah,GA
31419,2.0,5,107,31.9177,-81.1884,Savannah,GA
31503,5.8,1,145,31.1555,-82.3909,Waycross,GA
31513,2.0,2,76,31.7802,-82.3394,Baxley,GA
31520,2.5,1,158,31.1447,-81.4735,Brunswick,GA
31522,1.0,1,154,31.2327,-81.3589,Saint Simons Island,GA
31523,2.0,4,144,31.2214,-81.6331,Brunswick,GA
31525,2.0,3,139,31.3096,-81.5186,Brunswick,GA
31535,2.2,1,129,31.4581,-82.8655,Douglas,GA
31539,2.7,3,82,31.822,-82.6108,Hazlehurst,GA
31545,2.9,1,93,31.6256,-81.9453,Jesup,GA
31546,2.7,1,109,31.5076,-81.7922,Jesup,GA
31548,2.0,1,185,30.8139,-81.7255,Kingsland,GA
31554,3.4,1,117,31.4748,-82.6157,Nicholls,GA
31557,4.1,1,119,31.3739,-82.0956,Patterson,GA
31558,2.7,1,201,30.731,-81.4567,Saint Marys,GA
31560,2.2,1,107,31.4855,-82.0307,Screven,GA
31565,4.1,1,162,31.058,-81.619,Waverly,GA
31566,2.0,3,141,31.2017,-81.8382,Waynesville,GA
31569,1.0,1,176,30.9176,-81.6321,Woodbine,GA
31634,3.4,1,164,31.0652,-82.7594,Homerville,GA
31647,2.0,1,186,31.1982,-83.4596,Sparks,GA
31730,3.4,1,244,31.2132,-84.2764,Camilla,GA
31771,2.0,1,195,31.2406,-83.64,Norman Park,GA
31790,4.3,1,161,31.6503,-83.5651,Sycamore,GA
31794,3.4,1,166,31.4476,-83.4544,Tifton,GA
32092,1.0,1,285,29.9337,-81.5113,Saint Augustine,FL
32222,1.0,1,249,30.2174,-81.8288,Jacksonville,FL
32301,1.0,1,301,30.428,-84.2571,Tallahassee,FL
32413,1.0,1,430,30.3073,-85.9111,Panama City Beach,FL
32801,1.0,1,439,28.5415,-81.3738,Orlando,FL
33602,2.2,1,499,27.9536,-82.4566,Tampa,FL
35077,2.2,1,470,34.024,-86.8274,Hanceville,AL
35603,3.1,1,505,34.5373,-86.9805,Decatur,AL
36201,2.7,1,378,33.6757,-85.9273,Anniston,AL
36273,2.2,1,325,33.5402,-85.3789,Ranburne,AL
36867,2.0,1,270,32.4964,-85.0214,Phenix City,AL
36874,2.0,1,288,32.5663,-85.2065,Salem,AL
38583,2.5,1,491,35.9428,-85.4341,Sparta,TN
39845,3.4,1,309,30.9488,-84.8908,Donalsonville,GA
60555,2.7,1,1171,41.8299,-88.2059,Warrenville,IL
63130,3.4,1,1012,38.6647,-90.3247,Saint Louis,MO
70512,2.0,1,957,30.4169,-91.9273,Arnaudville,LA
70748,4.1,1,882,30.7921,-91.2341,Jackson,LA
