ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
29020,2.5,2,19,34.307,-80.5942,Camden,SC
29045,2.7,22,10,34.1874,-80.8158,Elgin,SC
29073,2.0,2,56,33.8923,-81.2371,Lexington,SC
29078,2.1,9,4,34.1906,-80.7041,Lugoff,SC
29206,2.0,1,26,34.0238,-80.9541,Columbia,SC
29210,1.0,1,38,34.043,-81.1098,Columbia,SC
29223,3.4,1,16,34.056,-80.844,Columbia,SC
29229,2.0,1,16,34.1419,-80.8922,Columbia,SC
29732,2.2,1,95,34.97,-81.0801,Rock Hill,SC
29902,2.0,1,198,32.3741,-80.698,Beaufort,SC
