ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
20175,3.1,1,610,39.062,-77.5984,Leesburg,VA
23601,2.7,1,501,37.0589,-76.464,Newport News,VA
28052,2.2,1,125,35.2239,-81.2342,Gastonia,NC
28173,2.2,1,82,34.9169,-80.7297,Waxhaw,NC
29016,2.4,7,25,34.2008,-80.9951,Blythewood,SC
29020,2.6,14,19,34.307,-80.5942,Camden,SC
29032,2.7,1,30,34.3527,-80.4771,Cassatt,SC
29044,2.4,2,27,33.9218,-80.6883,Eastover,SC
29045,3.0,39,9,34.1874,-80.8158,Elgin,SC
29053,2.0,1,52,33.8214,-81.1105,Gaston,SC
29054,2.7,1,66,33.9285,-81.3778,Gilbert,SC
29061,2.0,3,34,33.8766,-80.8506,Hopkins,SC
29063,2.2,4,44,34.1406,-81.2033,Irmo,SC
29073,2.0,3,56,33.8923,-81.2371,Lexington,SC
29078,3.2,25,3,34.1906,-80.7041,Lugoff,SC
29130,2.5,2,23,34.3266,-80.8905,Ridgeway,SC
29150,2.5,1,47,33.8727,-80.3538,Sumter,SC
29170,1.0,1,46,33.9387,-81.1455,West Columbia,SC
29201,2.0,2,35,33.9856,-81.0289,Columbia,SC
29204,2.2,2,30,34.0292,-80.9996,Columbia,SC
29205,2.5,2,32,33.9899,-80.997,Columbia,SC
29206,3.0,3,27,34.0238,-80.9541,Columbia,SC
29209,2.2,7,32,33.9459,-80.944,Columbia,SC
29210,2.0,2,38,34.043,-81.1098,Columbia,SC
29223,2.0,3,17,34.056,-80.844,Columbia,SC
29229,2.5,15,16,34.1419,-80.8922,Columbia,SC
29720,3.1,1,63,34.745,-80.737,Lancaster,SC
29745,1.0,1,101,34.9886,-81.2159,York,SC
29943,2.2,1,190,32.4853,-81.1206,Tillman,SC
30824,3.1,1,181,33.5126,-82.5124,Thomson,GA
