ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
6776,2.0,1,1048,41.5995,-73.4157,New Milford,CT
29016,2.0,3,25,34.2008,-80.9951,Blythewood,SC
29020,2.0,4,22,34.307,-80.5942,Camden,SC
29045,3.0,35,9,34.1874,-80.8158,Elgin,SC
29054,2.0,1,64,33.9285,-81.3778,Gilbert,SC
29058,2.0,1,44,34.5469,-80.7476,Heath Springs,SC
29063,2.7,1,43,34.1406,-81.2033,Irmo,SC
29073,2.7,1,54,33.8923,-81.2371,Lexington,SC
29078,2.6,24,6,34.1906,-80.7041,Lugoff,SC
29102,2.0,1,75,33.6404,-80.1925,Manning,SC
29154,2.0,1,40,33.8761,-80.4342,Sumter,SC
29170,2.2,1,44,33.9387,-81.1455,West Columbia,SC
29206,2.7,1,25,34.0238,-80.9541,Columbia,SC
29212,1.0,1,41,34.0806,-81.1687,Columbia,SC
29223,3.1,1,15,34.056,-80.844,Columbia,SC
29229,2.0,5,15,34.1419,-80.8922,Columbia,SC
29406,2.2,1,149,32.9312,-80.0318,Charleston,SC
33563,3.1,1,692,28.0187,-82.1299,Plant City,FL
33612,2.0,1,695,28.0507,-82.4505,Tampa,FL
