ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
17512,1.0,1,753,40.0492,-76.4781,Columbia,PA
21215,2.9,1,677,39.3457,-76.6835,Baltimore,MD
25922,2.0,1,367,37.4611,-81.0957,Spanishburg,WV
29016,1.0,1,26,34.2008,-80.9951,Blythewood,SC
29020,2.0,5,18,34.307,-80.5942,Camden,SC
29045,2.9,76,10,34.1874,-80.8158,Elgin,SC
29072,2.0,1,55,33.9905,-81.266,Lexington,SC
29073,2.2,1,57,33.8923,-81.2371,Lexington,SC
29078,2.9,56,3,34.1906,-80.7041,Lugoff,SC
29178,2.7,1,85,34.4681,-81.5669,Whitmire,SC
29205,2.2,1,32,33.9899,-80.997,Columbia,SC
29223,2.0,1,17,34.056,-80.844,Columbia,SC
29229,2.0,9,17,34.1419,-80.8922,Columbia,SC
29466,3.1,1,166,32.876,-79.7935,Mount Pleasant,SC
29483,1.0,1,130,33.0696,-80.1945,Summerville,SC
29605,3.8,1,168,34.779,-82.3823,Greenville,SC
29611,2.0,1,176,34.8298,-82.459,Greenville,SC
29651,3.3,1,158,34.8332,-82.2312,Greer,SC
37166,2.2,1,503,35.9234,-85.7902,Smithville,TN
39840,2.0,1,462,31.7876,-84.7741,Cuthbert,GA
71430,2.1,1,1161,31.0437,-92.5143,Forest Hill,LA
