ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
29016,2.5,2,26,34.2008,-80.9951,Blythewood,SC
29020,2.0,7,19,34.307,-80.5942,Camden,SC
29045,3.0,72,10,34.1874,-80.8158,Elgin,SC
29053,3.8,1,53,33.8214,-81.1105,Gaston,SC
29061,2.0,1,34,33.8766,-80.8506,Hopkins,SC
29072,2.2,2,54,33.9905,-81.266,Lexington,SC
29073,2.0,1,57,33.8923,-81.2371,Lexington,SC
29078,2.9,52,3,34.1906,-80.7041,Lugoff,SC
29112,3.1,1,69,33.6244,-81.092,North,SC
29130,3.1,1,24,34.3266,-80.8905,Ridgeway,SC
29169,2.0,1,40,33.9971,-81.0979,West Columbia,SC
29170,3.1,1,47,33.9387,-81.1455,West Columbia,SC
29203,1.0,1,31,34.1047,-81.0455,Columbia,SC
29205,2.2,3,32,33.9899,-80.997,Columbia,SC
29206,2.3,5,27,34.0238,-80.9541,Columbia,SC
29210,2.2,1,39,34.043,-81.1098,Columbia,SC
29223,2.0,4,17,34.056,-80.844,Columbia,SC
29229,2.0,15,17,34.1419,-80.8922,Columbia,SC
29455,3.1,1,178,32.641,-80.0979,Johns Island,SC
29576,2.7,1,167,33.5667,-79.0505,Murrells Inlet,SC
29642,2.2,1,183,34.7769,-82.5649,Easley,SC
29718,2.7,1,62,34.638,-80.3469,Jefferson,SC
29928,2.0,1,222,32.1622,-80.7547,Hilton Head Island,SC
