ZIP/Location,CDI,Response_Count,Hypocentral_Distance,Latitude,Longitude,City,State
29718,2.0,1,62,34.638,-80.3469,Jefferson,SC
29720,2.9,10,64,34.745,-80.737,Lancaster,SC
29728,2.2,1,72,34.7677,-80.4133,Pageland,SC
29730,2.9,1,84,34.8865,-81.0231,Rock Hill,SC
29732,2.1,4,94,34.97,-81.0801,Rock Hill,SC
29745,2.2,1,101,34.9886,-81.2159,York,SC
29801,2.0,1,110,33.5847,-81.6895,Aiken,SC
29803,2.2,6,120,33.4567,-81.7028,Aiken,SC
29824,2.2,2,125,33.8144,-82.016,Edgefield,SC
29829,2.0,1,123,33.581,-81.8557,Graniteville,SC
29831,2.2,1,139,33.31,-81.8249,Jackson,SC
29841,2.0,2,133,33.5261,-81.939,North Augusta,SC
29860,3.1,1,131,33.6111,-81.9759,North Augusta,SC
29902,1.0,1,198,32.3741,-80.698,Beaufort,SC
30047,1.0,1,314,33.8705,-84.113,Lilburn,GA
30093,2.0,1,320,33.9096,-84.1776,Norcross,GA
30127,3.4,1,368,33.8753,-84.6955,Powder Springs,GA
30809,2.2,1,149,33.5568,-82.162,Evans,GA
30813,1.0,1,158,33.4722,-82.2223,Grovetown,GA
30907,2.6,2,145,33.5217,-82.0872,Augusta,GA
30909,2.0,1,147,33.4718,-82.0852,Augusta,GA
31410,2.0,1,240,32.0112,-80.9571,Savannah,GA
36726,3.8,1,657,31.9912,-87.2774,Camden,AL
37748,4.1,1,398,35.9473,-84.513,Harriman,TN
40207,2.5,1,635,38.2637,-85.6559,Louisville,KY
40507,3.1,1,548,38.0469,-84.4959,Lexington,KY
46307,2.7,1,991,41.402,-87.3283,Crown Point,IN
67138,2.2,1,1637,37.2611,-98.4225,Sharon,KS
71222,3.1,1,1118,32.8301,-92.6542,Bernice,LA
